Country of Registration,Event,Event Start Date,Event End Date,Name of vessel,Vessel Type,Main fishing gear,Subsidiary fishing gear 1,LOA,Tonnage GT,Power of main engine,MMSIstr
FRA,MOD,2021-08-26,2022-01-17,MENAWENN,FX,OTB,PTB,19.5,77.68,265.0,227984000
FRA,MOD,2019-02-12,2021-05-09,MARYDIDOU,FX,OTB,OTM,19.5,77.68,316.0,227438000
FRA,MOD,2021-05-10,2021-08-23,MARYDIDOU,FX,OTB,OTM,19.5,77.68,316.0,227438000
FRA,MOD,2021-08-24,2021-10-10,MARYDIDOU,FX,OTB,OTM,19.5,77.68,316.0,227438000
FRA,MOD,2021-10-11,2021-10-22,MARYDIDOU,FX,OTB,OTM,19.5,77.68,316.0,227438000
FRA,MOD,2021-10-23,2021-12-22,MARYDIDOU,FX,OTB,OTM,19.5,77.68,316.0,227438000
FRA,MOD,2021-12-23,2021-12-31,MARYDIDOU,FX,OTB,OTM,19.5,77.68,316.0,227438000
FRA,MOD,2022-01-01,2023-04-25,MARYDIDOU,FX,OTB,OTM,19.5,77.68,316.0,227438000
FRA,DES,2023-04-26,2023-04-26,MARYDIDOU,FX,OTB,OTM,19.5,77.68,316.0,227438000
FRA,MOD,2021-05-05,2021-08-25,LA GAVRAISE,FX,OTB,DRB,9.5,10.42,103.0,227634410
FRA,MOD,2021-08-26,2024-01-23,LA GAVRAISE,FX,OTB,DRB,9.5,10.42,103.0,227634410
FRA,MOD,2024-01-24,2024-12-09,LA GAVRAISE,FX,OTB,DRB,9.5,10.42,103.0,227634410
FRA,MOD,2024-12-10,2100-12-31,LA GAVRAISE,FX,OTB,DRB,9.5,10.42,103.0,227634410
FRA,MOD,2021-04-29,2021-07-27,NOMADE,FX,OTB,PTB,15.62,41.96,249.0,227817000
FRA,MOD,2021-08-24,2022-02-02,NOMADE,FX,OTB,PTB,15.62,41.96,249.0,227817000
FRA,MOD,2022-02-03,2022-02-21,NOMADE,FX,OTB,PTB,15.62,41.96,249.0,227817000
FRA,MOD,2022-06-30,2024-12-09,NOMADE,FX,OTB,PTB,15.62,41.96,249.0,227817000
FRA,MOD,2024-12-10,2100-12-31,NOMADE,FX,OTB,PTB,15.62,41.96,249.0,227817000
FRA,MOD,2019-01-24,2021-04-28,NARVAL III,FX,OTB,DRB,15.14,31.47,235.0,228171600
FRA,MOD,2021-04-29,2021-09-16,NARVAL III,FX,OTB,DRB,15.14,31.47,235.0,228171600
FRA,MOD,2021-09-17,2023-06-01,NARVAL III,FX,OTB,DRB,15.14,31.47,235.0,228171600
FRA,MOD,2023-06-02,2024-04-18,NARVAL III,FX,OTB,DRB,15.14,31.47,235.0,228171600
FRA,MOD,2024-04-19,2024-12-09,LADY HAWKE,FX,OTB,DRB,15.14,31.47,235.0,228171600
FRA,MOD,2024-12-10,2025-02-25,LADY HAWKE,FX,OTB,DRB,15.14,31.47,235.0,228171600
FRA,MOD,2025-02-26,2100-12-31,LADY HAWKE,FX,OTB,DRB,15.14,31.47,235.0,228171600
FRA,MOD,2019-01-23,2019-07-14,LIORAN,FX,OTB,OTM,38.0,377.0,883.0,227377000
FRA,RET,2019-07-15,2019-07-15,LIORAN,TO,OTB,OTM,38.0,377.0,883.0,227377000
FRA,MOD,2019-02-05,2019-02-10,COEUR DE MARIN,FX,OTB,NK,8.62,5.0,88.0,227636970
FRA,MOD,2019-03-04,2019-10-02,BLACK PEARL I,FX,OTB,DRB,15.5,45.3,250.0,226171000
FRA,MOD,2019-10-03,2019-10-23,BLACK PEARL I,FX,OTB,DRB,15.5,45.3,250.0,226171000
FRA,MOD,2019-10-24,2019-12-31,BLACK PEARL I,FX,OTB,DRB,15.5,45.3,250.0,226171000
FRA,MOD,2020-01-01,2020-12-01,BLACK PEARL I,FX,OTB,DRB,15.5,45.3,250.0,226171000
FRA,MOD,2020-12-02,2021-03-11,BLACK PEARL I,FX,OTB,DRB,15.5,45.3,250.0,226171000
FRA,MOD,2021-03-12,2021-05-03,BLACK PEARL I,FX,OTB,DRB,15.5,45.3,250.0,226171000
FRA,MOD,2021-05-04,2022-05-16,BLACK PEARL I,FX,OTB,DRB,15.5,45.3,250.0,226171000
FRA,MOD,2022-05-17,2100-12-31,BLACK PEARL I,FX,OTB,DRB,15.5,45.3,250.0,226171000
FRA,MOD,2019-01-11,2021-04-07,LA ROSE DES VENTS,FX,OTB,DRB,16.0,59.65,258.0,228939000
FRA,MOD,2021-04-08,2021-10-06,LA ROSE DES VENTS,FX,OTB,DRB,16.0,59.65,258.0,228939000
FRA,MOD,2021-10-07,2024-12-09,LA ROSE DES VENTS,FX,OTB,DRB,16.0,59.65,258.0,228939000
FRA,MOD,2024-12-10,2025-07-29,LA ROSE DES VENTS,FX,OTB,DRB,16.0,59.65,258.0,228939000
FRA,MOD,2025-07-30,2100-12-31,LA ROSE DES VENTS,FX,OTB,DRB,16.0,59.65,258.0,228939000
FRA,MOD,2020-08-11,2020-08-11,NO COMMENT,FX,OTB,TBB,11.95,17.65,160.0,227561780
FRA,MOD,2020-08-12,2020-08-16,NO COMMENT,FX,OTB,TBB,11.95,17.65,160.0,227561780
FRA,MOD,2021-04-30,2021-09-30,ALTER EGO,FX,OTB,DRB,11.97,27.04,248.0,227323250
FRA,MOD,2021-10-01,2023-04-13,ALTER EGO,FX,OTB,DRB,11.97,27.04,248.0,227323250
FRA,MOD,2023-04-14,2023-07-06,ALTER EGO,FX,OTB,DRB,11.97,27.04,248.0,227323250
FRA,MOD,2023-07-07,2023-09-17,ALTER EGO,FX,OTB,DRB,11.97,27.04,248.0,227323250
FRA,MOD,2023-09-18,2023-09-18,ALTER EGO,FX,OTB,DRB,11.97,27.04,248.0,227323250
FRA,MOD,2023-09-19,2023-09-20,ALTER EGO,FX,OTB,DRB,11.97,27.04,184.0,227323250
FRA,MOD,1999-01-25,2000-04-03,LE DEFI,DO,OTB,DRB,12.0,0.0,191.0,228119800
FRA,MOD,2000-04-04,2000-06-26,LE DEFI,DO,OTB,DRB,12.0,21.35,191.0,228119800
FRA,MOD,2000-06-27,2002-12-31,LE DEFI,DO,TBB,DRB,12.0,21.35,191.0,228119800
FRA,MOD,2003-01-01,2003-12-31,LE DEFI,DO,TBB,DRB,12.0,21.35,191.0,228119800
FRA,MOD,2004-01-01,2008-03-24,LE DEFI,DO,TBB,DRB,12.0,21.35,191.0,228119800
FRA,MOD,2019-01-16,2019-05-16,DANY LAURENT,TO,OTB,OTM,24.9,111.0,316.0,227317410
FRA,MOD,2019-05-17,2021-01-20,DANY LAURENT,TO,OTB,OTM,24.9,111.0,316.0,227317410
FRA,MOD,2021-01-21,2021-08-23,PHENIX,TO,OTB,OTM,24.9,111.0,316.0,227317410
FRA,MOD,2021-08-24,2021-12-23,PHENIX,FX,OTB,OTM,24.9,111.0,316.0,227317410
FRA,MOD,2021-12-24,2021-12-31,PHENIX,FX,OTB,OTM,24.9,111.0,316.0,227317410
FRA,MOD,2022-01-01,2025-10-08,PHENIX,FX,OTB,OTM,24.9,111.0,316.0,227317410
FRA,MOD,2025-10-09,2100-12-31,PHENIX,FX,OTB,OTM,24.9,111.0,316.0,227317410
FRA,MOD,2019-09-25,2021-04-28,KANUMERA I,FX,OTB,NO,14.8,43.99,211.0,227121200
FRA,MOD,2021-04-29,2024-11-03,KANUMERA I,FX,OTB,NO,14.8,43.99,211.0,227121200
FRA,RET,2024-11-04,2024-11-04,KANUMERA I,FX,OTB,NO,14.8,43.99,211.0,227121200
FRA,MOD,2021-04-29,2023-10-02,HEBEILAN 2,FX,OTT,OTB,16.75,67.2,323.0,227118500
FRA,MOD,2025-08-18,2100-12-31,HEBEILAN 2,FX,OTT,OTB,16.75,67.2,323.0,227118500
FRA,MOD,2019-03-08,2019-05-15,NEMESIS,FX,OTB,DRB,10.3,10.62,109.0,227659330
FRA,MOD,2019-05-16,2019-09-19,NEMESIS,FX,OTB,DRB,10.3,10.62,109.0,227659330
FRA,MOD,2019-09-20,2021-04-29,NEMESIS,FX,OTB,DRB,10.3,10.62,109.0,227659330
FRA,MOD,2021-04-30,2021-07-05,NEMESIS,FX,OTB,DRB,10.3,10.62,109.0,227659330
FRA,MOD,2021-07-06,2021-07-26,NEMESIS,FX,OTB,TBB,10.3,10.62,109.0,227659330
FRA,MOD,2021-07-27,2021-07-29,NEMESIS,FX,OTB,TBB,10.3,10.62,109.0,227659330
FRA,MOD,2023-02-21,2023-03-19,NEMESIS,FX,OTB,TBB,10.3,10.62,109.0,227659330
FRA,MOD,2023-03-20,2023-03-22,NEMESIS,FX,OTB,TBB,10.3,10.62,109.0,227659330
FRA,MOD,2023-03-23,2023-04-03,NEMESIS,FX,OTB,TBB,10.3,10.62,109.0,227659330
FRA,MOD,2023-04-04,2024-02-12,NEMESIS,FX,OTB,TBB,10.3,10.62,109.0,227659330
FRA,MOD,2024-02-15,2100-12-31,NEMESIS,FX,OTB,TBB,10.3,10.62,109.0,227659330
FRA,MOD,2019-01-14,2019-06-25,PESCADORE,FX,OTB,DRB,14.4,36.2,221.0,228142900
FRA,MOD,2019-06-26,2019-09-29,PESCADORE,FX,OTB,DRB,14.4,36.2,221.0,228142900
FRA,MOD,2019-09-30,2021-03-11,PESCADORE,FX,OTB,DRB,14.4,36.2,221.0,228142900
FRA,MOD,2021-03-12,2021-05-03,PESCADORE,FX,OTB,DRB,14.4,36.2,221.0,228142900
FRA,MOD,2021-05-04,2022-10-03,PESCADORE,FX,OTB,DRB,14.4,36.2,221.0,228142900
FRA,MOD,2022-10-04,2024-02-13,PESCADORE,FX,OTB,DRB,14.4,36.2,221.0,228142900
FRA,MOD,2024-02-14,2024-11-19,PESCADORE,FX,OTB,DRB,14.4,36.2,221.0,228142900
FRA,MOD,2024-11-20,2100-12-31,PESCADORE,FX,OTB,DRB,14.4,36.2,221.0,228142900
FRA,MOD,2018-12-07,2019-01-17,KERS ATAO,FX,OTB,PTM,20.45,106.63,404.0,227879000
FRA,MOD,2019-01-18,2020-03-09,KERS ATAO,FX,OTB,PTM,20.45,106.63,404.0,227879000
FRA,MOD,2020-03-10,2021-05-05,IRIS PASCAL,FX,OTB,PTM,20.45,106.63,404.0,227879000
FRA,MOD,2021-05-06,2021-09-20,IRIS PASCAL,FX,OTB,PTM,20.45,106.63,404.0,227879000
FRA,MOD,2021-09-21,2024-12-09,IRIS PASCAL,FX,OTB,PTM,20.45,106.63,404.0,227879000
FRA,MOD,2024-12-10,2025-09-14,IRIS PASCAL,FX,OTB,PTM,20.45,106.63,404.0,227879000
FRA,MOD,2025-09-15,2100-12-31,IRIS PASCAL,FX,OTB,PTM,20.45,106.63,404.0,227879000
FRA,MOD,2019-01-28,2021-04-28,PAX VOBIS,FX,OTT,OTB,22.05,134.34,456.0,228158000
FRA,MOD,2021-04-29,2021-08-18,PAX VOBIS,FX,OTT,OTB,22.05,134.34,456.0,228158000
FRA,MOD,2021-08-19,2023-10-15,PAX VOBIS,FX,OTT,OTB,22.05,134.34,456.0,228158000
FRA,MOD,2023-10-16,2023-11-28,PAX VOBIS,FX,OTT,OTB,22.05,134.34,456.0,228158000
FRA,MOD,2023-11-29,2024-06-04,PAX VOBIS,FX,OTT,OTB,22.05,134.34,456.0,228158000
FRA,MOD,2024-06-05,2024-06-16,PAX VOBIS,FX,OTT,OTB,22.05,134.34,456.0,228158000
FRA,MOD,2024-06-17,2025-01-27,PAX VOBIS,FX,OTT,OTB,22.05,134.34,456.0,228158000
FRA,MOD,2025-01-28,2100-12-31,PAX VOBIS,FX,OTT,OTB,22.05,134.34,456.0,228158000
FRA,MOD,2021-05-06,2023-11-08,VILLE DE ST BREVIN,TO,OTB,NK,8.3,5.67,80.0,227637960
FRA,MOD,2023-11-09,2023-11-09,FRERE DE LA COTE,FX,OTB,NK,8.3,5.67,73.0,227637960
FRA,MOD,2023-11-10,2024-10-21,FRERE DE LA COTE,FX,OTB,NK,8.3,5.67,73.0,227637960
FRA,MOD,2024-10-22,2024-12-09,FRERE DE LA COTE,FX,OTB,NK,8.3,5.67,73.0,227637960
FRA,MOD,2024-12-10,2100-12-31,FRERE DE LA COTE,FX,OTB,NK,8.3,5.67,73.0,227637960
FRA,MOD,2019-05-27,2020-12-13,CYRUS,FX,OTB,NO,14.5,43.0,256.0,228305000
FRA,MOD,2020-12-14,2021-04-28,CYRUS,FX,OTB,NO,14.5,43.0,256.0,228305000
FRA,MOD,2021-04-29,2022-01-06,CYRUS,FX,OTB,NO,14.5,43.0,256.0,228305000
FRA,MOD,2022-01-07,2022-01-09,CYRUS,FX,OTB,NO,14.5,43.0,314.0,228305000
FRA,MOD,2022-01-10,2023-10-04,CYRUS,FX,OTB,NO,14.5,43.0,314.0,228305000
FRA,MOD,2023-10-05,2024-12-09,CYRUS,FX,OTB,NO,14.5,43.0,314.0,228305000
FRA,MOD,2024-12-10,2100-12-31,CYRUS,FX,OTB,NO,14.5,43.0,314.0,228305000
FRA,MOD,2019-01-17,2019-06-13,VALPARAISO,FX,OTB,DRB,15.9,76.61,331.0,228399000
FRA,MOD,2019-06-14,2021-01-28,VALPARAISO,FX,OTB,DRB,15.9,76.61,331.0,228399000
FRA,MOD,2021-01-29,2021-05-03,VALPARAISO,FX,OTB,DRB,15.9,76.61,331.0,228399000
FRA,MOD,2021-05-04,2021-08-22,VALPARAISO,FX,OTB,DRB,15.9,76.61,331.0,228399000
FRA,MOD,2021-08-23,2021-10-11,VALPARAISO,FX,OTB,DRB,15.9,76.61,331.0,228399000
FRA,MOD,2021-10-12,2022-04-25,VALPARAISO,FX,OTB,DRB,15.9,76.61,331.0,228399000
FRA,MOD,2022-04-26,2022-07-06,VALPARAISO,FX,OTB,DRB,15.9,76.61,331.0,228399000
FRA,MOD,2022-07-07,2024-12-09,VALPARAISO,FX,OTB,TBB,15.9,76.61,331.0,228399000
FRA,MOD,2019-07-23,2020-01-20,PLUTON,FX,OTB,NO,21.9,132.0,434.0,226243000
FRA,MOD,2020-01-21,2021-02-03,PLUTON,FX,OTB,NO,21.9,132.0,434.0,226243000
FRA,MOD,2021-02-04,2021-05-03,PLUTON,FX,OTB,NO,21.9,132.0,434.0,226243000
FRA,MOD,2021-05-04,2021-09-08,PLUTON,FX,OTB,NO,21.9,132.0,434.0,226243000
FRA,DES,2021-09-09,2021-09-09,PLUTON,FX,OTB,NO,21.9,132.0,434.0,226243000
FRA,MOD,2021-04-29,2021-09-29,IROISE,FX,OTB,OTM,32.8,283.0,588.0,227347000
FRA,MOD,2021-09-30,2023-07-19,IROISE,FX,OTB,OTM,32.8,283.0,588.0,227347000
FRA,DES,2023-07-20,2023-07-20,IROISE,FX,OTB,OTM,32.8,283.0,588.0,227347000
FRA,MOD,2019-05-09,2020-01-28,CEZEMBRE,FX,OTB,NO,23.5,157.44,478.0,227312000
FRA,MOD,2020-01-29,2021-04-28,CEZEMBRE,FX,OTB,NO,23.5,157.44,478.0,227312000
FRA,MOD,2021-04-29,2023-06-19,CEZEMBRE,FX,OTB,NO,23.5,157.44,478.0,227312000
FRA,DES,2023-06-20,2023-06-20,CEZEMBRE,FX,OTB,NO,23.5,157.44,478.0,227312000
FRA,MOD,2018-12-04,2019-01-13,ODESSA,FX,OTT,OTB,15.3,49.51,238.0,228306000
FRA,MOD,2019-01-14,2019-08-12,ODESSA,FX,OTT,OTB,15.3,49.51,238.0,228306000
FRA,MOD,2019-08-13,2019-09-09,ODESSA,FX,OTT,OTB,15.3,49.51,238.0,228306000
FRA,MOD,2019-09-10,2021-03-11,ODESSA,FX,OTT,OTB,15.3,49.51,238.0,228306000
FRA,MOD,2021-03-12,2021-05-03,ODESSA,FX,OTT,OTB,15.3,49.51,238.0,228306000
FRA,MOD,2021-05-04,2021-07-26,ODESSA,FX,OTT,OTB,15.3,49.51,238.0,228306000
FRA,MOD,2021-07-27,2022-01-24,ODESSA,FX,OTT,OTB,15.3,49.51,238.0,228306000
FRA,MOD,2022-01-25,2023-09-17,ODESSA,FX,OTT,OTB,15.3,49.51,238.0,228306000
FRA,MOD,2021-03-12,2100-12-31,GAST MICHER,FX,TBB,OTB,15.25,52.8,300.0,227112700
FRA,MOD,2018-09-27,2018-10-01,CELTICA,FX,OTT,OTB,20.5,92.43,368.0,227340000
FRA,MOD,2018-10-02,2018-10-03,LE MARIE LOUIS,FX,OTT,OTB,20.5,92.43,368.0,227340000
FRA,MOD,2018-10-04,2018-10-08,LE MARIE LOUIS,FX,OTT,OTB,20.5,92.43,368.0,227340000
FRA,MOD,2018-10-09,2019-03-04,LE MARIE LOUIS,FX,OTT,OTB,20.5,92.43,368.0,227340000
FRA,MOD,2019-03-05,2020-07-15,LE MARIE LOUIS,FX,OTT,OTB,20.5,92.43,368.0,227340000
FRA,DES,2020-07-16,2020-07-16,LE MARIE LOUIS,FX,OTT,OTB,20.5,92.43,368.0,227340000
FRA,MOD,2020-08-31,2021-03-24,CHRISTOPHE,FX,OTB,TBB,13.25,26.84,242.0,227321770
FRA,MOD,2021-03-25,2021-04-18,CHRISTOPHE,FX,OTB,TBB,13.25,26.84,242.0,227321770
FRA,MOD,2021-04-19,2021-10-10,CHRISTOPHE,FX,OTB,TBB,13.25,26.84,242.0,227321770
FRA,MOD,2021-10-11,2100-12-31,CHRISTOPHE,FX,OTB,TBB,13.25,26.84,242.0,227321770
FRA,MOD,2019-02-25,2020-01-07,CYRIAQUE,FX,OTT,OTB,20.6,91.99,368.0,228235000
FRA,MOD,2020-01-08,2020-02-18,CYRIAQUE,FX,OTT,OTB,20.6,91.99,368.0,228235000
FRA,EXP,2020-02-19,2020-02-19,CYRIAQUE,FX,OTT,OTB,20.6,91.99,368.0,228235000
FRA,DES,2017-11-30,2017-11-30,PORZ STREILHEN,TO,OTB,NO,15.48,55.58,272.0,228947000
FRA,MOD,2020-11-20,2021-01-12,GWEL A VO,TO,OTT,OTB,20.4,118.32,375.0,228131000
FRA,MOD,2023-03-30,2023-04-05,GWEL A VO,FX,OTT,OTB,20.4,118.32,375.0,228131000
FRA,MOD,2021-05-06,2022-06-21,LES DEUX FRANGINS,FX,OTB,OTT,9.53,10.42,108.0,227728580
FRA,MOD,2022-06-22,2024-12-09,LES DEUX FRANGINS,FX,OTB,OTT,9.53,10.42,108.0,227728580
FRA,RET,2018-04-10,2018-04-10,AR ZANTEZ,FX,OTT,OTB,20.5,117.9,375.0,228946000
FRA,CHA,2019-07-23,2019-07-23,AR ZANTEZ,FX,OTT,OTB,20.5,117.9,316.0,228946000
FRA,MOD,2019-07-24,2019-07-28,AR ZANTEZ,FX,OTB,OTT,20.5,117.9,316.0,228946000
FRA,MOD,2019-07-29,2019-08-01,AR ZANTEZ,FX,OTB,OTT,20.5,117.9,316.0,228946000
FRA,MOD,2019-08-02,2020-09-21,AR ZANTEZ,FX,OTB,OTT,20.4,117.9,316.0,228946000
FRA,MOD,2020-09-22,2021-05-09,AR ZANTEZ,FX,OTB,OTT,20.4,117.9,316.0,228946000
FRA,MOD,2021-05-10,2023-04-10,AR ZANTEZ,FX,OTB,OTT,20.4,117.9,316.0,228946000
FRA,DES,2023-04-11,2023-04-11,AR ZANTEZ,FX,OTB,OTT,20.4,117.9,316.0,228946000
FRA,MOD,2019-06-13,2021-04-28,JULIAN BIHAN,FX,OTB,OTM,14.5,43.61,239.0,228922000
FRA,MOD,2021-04-29,2022-11-09,JULIAN BIHAN,FX,OTB,OTM,14.5,43.61,239.0,228922000
FRA,MOD,2022-11-10,2024-12-09,JULIAN BIHAN,FX,OTB,OTM,14.5,43.61,239.0,228922000
FRA,MOD,2024-12-10,2100-12-31,JULIAN BIHAN,FX,OTB,OTM,14.5,43.61,239.0,228922000
FRA,MOD,2019-01-23,2021-04-28,LIBERTY- S,FX,OTB,NO,16.43,63.84,280.0,228387000
FRA,MOD,2021-04-29,2023-07-17,LIBERTY- S,FX,OTB,NO,16.43,63.84,280.0,228387000
FRA,DES,2023-07-18,2023-07-18,LIBERTY- S,FX,OTB,NO,16.43,63.84,280.0,228387000
FRA,MOD,2019-03-04,2021-04-28,CHRIST DA 2,FX,OTT,NO,22.5,137.04,455.0,228240000
FRA,MOD,2021-04-29,2022-05-11,CHRIST DA 2,FX,OTT,NO,22.5,137.04,455.0,228240000
FRA,MOD,2022-05-12,2022-05-22,CHRIST DA 2,FX,OTT,NO,22.5,137.04,455.0,228240000
FRA,MOD,2022-05-23,2022-06-15,CHRIST DA 2,FX,OTT,NO,22.5,137.04,455.0,228240000
FRA,MOD,2022-06-16,2022-11-07,CHRIST DA 2,FX,OTT,NO,22.5,137.04,455.0,228240000
FRA,MOD,2022-11-08,2025-10-07,CHRIST DA 2,FX,OTT,NO,22.5,137.04,455.0,228240000
FRA,EXP,2025-10-08,2025-10-08,CHRIST DA 2,FX,OTT,NO,22.5,137.04,455.0,228240000
FRA,CHA,2020-06-15,2020-07-08,HARMONIE,TO,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2020-07-09,2020-09-17,HARMONIE,TO,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2020-09-18,2020-09-22,HARMONIE,TO,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2020-09-23,2021-01-20,HARMONIE,TO,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2021-01-21,2021-05-03,HARMONIE,TO,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2021-05-04,2021-05-17,HARMONIE,FX,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2021-05-18,2021-05-26,HARMONIE,FX,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2021-05-27,2021-10-10,HARMONIE,FX,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2021-10-11,2025-10-05,HARMONIE,FX,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2025-10-06,2100-12-31,HARMONIE,FX,OTT,OTB,15.95,58.93,242.0,228252000
FRA,MOD,2019-02-13,2021-03-22,CARAIBES,FX,OTT,OTB,14.47,42.78,224.0,228926000
FRA,MOD,2021-03-23,2021-05-03,CARAIBES,FX,OTT,OTB,14.47,42.78,224.0,228926000
FRA,MOD,2021-05-04,2021-10-06,CARAIBES,FX,OTT,OTB,14.47,42.78,224.0,228926000
FRA,MOD,2021-10-07,2023-10-30,CARAIBES,FX,OTT,OTB,14.47,42.78,224.0,228926000
FRA,MOD,2023-10-31,2024-12-11,CARAIBES,FX,OTT,NK,14.47,42.78,224.0,228926000
FRA,MOD,2024-12-12,2025-09-09,CARAIBES,FX,OTT,OTB,14.47,42.78,224.0,228926000
FRA,MOD,2025-09-10,2025-10-01,CARAIBES,FX,OTT,OTB,14.47,42.78,224.0,228926000
FRA,MOD,2025-10-02,2100-12-31,CARAIBES,FX,OTT,OTB,14.47,42.78,224.0,228926000
FRA,MOD,2019-01-16,2021-04-28,DAMOCLES,FX,OTT,OTB,22.0,124.29,442.0,227843000
FRA,MOD,2021-04-29,2021-09-08,DAMOCLES,FX,OTT,OTB,22.0,124.29,442.0,227843000
FRA,MOD,2021-09-09,2022-11-09,DAMOCLES,FX,OTT,OTB,22.0,124.29,442.0,227843000
FRA,MOD,2022-11-10,2023-07-18,DAMOCLES,FX,OTT,OTB,22.0,124.29,442.0,227843000
FRA,DES,2023-07-19,2023-07-19,DAMOCLES,FX,OTT,OTB,22.0,124.29,442.0,227843000
FRA,MOD,2019-07-18,2020-01-20,L'ATLANTIQUE,FX,OTB,OTT,16.6,65.92,330.0,228333000
FRA,MOD,2021-04-29,2025-06-23,L'ATLANTIQUE,FX,OTB,OTT,16.6,65.92,330.0,228333000
FRA,MOD,2019-10-23,2021-02-02,NEPTUNE III,FX,OTB,PTB,22.0,138.81,442.0,227844000
FRA,MOD,2021-02-03,2021-05-03,NEPTUNE III,FX,OTB,PTB,22.0,138.81,442.0,227844000
FRA,MOD,2021-05-04,2023-06-22,NEPTUNE III,FX,OTB,PTB,22.0,138.81,442.0,227844000
FRA,MOD,2023-06-23,2023-08-01,NEPTUNE III,FX,OTB,PTB,22.0,138.81,442.0,227844000
FRA,DES,2023-08-02,2023-08-02,NEPTUNE III,FX,OTB,PTB,22.0,138.81,442.0,227844000
FRA,MOD,2019-01-24,2020-02-06,SEXTANT,FX,OTT,OTB,15.85,69.21,294.0,228919000
FRA,MOD,2020-02-07,2021-04-28,SEXTANT,FX,OTT,OTB,15.85,69.21,294.0,228919000
FRA,MOD,2021-04-29,2024-11-20,SEXTANT,FX,OTT,OTB,15.85,69.21,294.0,228919000
FRA,MOD,2024-11-21,2024-11-21,SEXTANT,FX,OTT,OTB,15.85,69.21,294.0,228919000
FRA,MOD,2024-11-22,2100-12-31,SEXTANT,FX,OTT,OTB,15.85,69.21,294.0,228919000
FRA,MOD,2019-01-24,2021-01-24,SERENA,FX,OTB,NO,15.8,72.84,257.0,227857000
FRA,MOD,2021-01-25,2021-05-03,SERENA,FX,OTB,NO,15.8,72.84,257.0,227857000
FRA,MOD,2021-05-04,2021-10-06,SERENA,FX,OTB,NO,15.8,72.84,257.0,227857000
FRA,MOD,2021-10-07,2024-12-09,SERENA,FX,OTB,NO,15.8,72.84,257.0,227857000
FRA,MOD,2024-12-10,2100-12-31,SERENA,FX,OTB,NO,15.8,72.84,257.0,227857000
FRA,MOD,2019-06-11,2020-06-09,MYAJUJA,FX,OTT,OTB,15.8,72.84,258.0,228842000
FRA,MOD,2020-06-10,2021-04-28,MYAJUJA,FX,OTT,OTB,15.8,72.84,243.0,228842000
FRA,MOD,2021-04-29,2021-08-31,MYAJUJA,FX,OTT,OTB,15.8,72.84,243.0,228842000
FRA,MOD,2021-09-01,2021-09-01,LE KEVIN III,FX,OTT,OTB,15.8,72.84,243.0,228842000
FRA,MOD,2021-09-02,2021-09-09,LE KEVIN III,FX,OTT,OTB,15.8,72.84,243.0,228842000
FRA,MOD,2021-09-10,2021-10-25,LE KEVIN III,FX,OTT,OTB,15.8,72.84,243.0,228842000
FRA,MOD,2021-10-26,2022-07-12,LE KEVIN III,FX,OTT,OTB,15.8,72.84,243.0,228842000
FRA,MOD,2022-07-13,2024-02-18,LE KEVIN III,FX,OTB,TBB,15.8,72.84,243.0,228842000
FRA,MOD,2024-02-19,2100-12-31,LE KEVIN III,FX,OTB,TBB,15.8,72.84,243.0,228842000
FRA,MOD,2021-03-12,2022-11-27,GALAPAGOS,FX,OTB,DRB,15.25,64.42,294.0,227437000
FRA,MOD,2022-11-28,2100-12-31,GALAPAGOS,FX,OTB,DRB,15.25,64.42,294.0,227437000
FRA,RET,2019-07-11,2019-07-11,BARA'MANN,TO,OTB,OTT,23.45,139.45,441.0,227375000
FRA,MOD,2019-01-17,2021-03-14,JEAN PAUL 2,FX,OTB,GTR,17.2,87.42,280.0,227314170
FRA,MOD,2021-03-15,2021-05-03,JEAN PAUL 2,FX,OTB,GTR,17.2,87.42,280.0,227314170
FRA,MOD,2021-05-04,2021-08-23,JEAN PAUL 2,FX,OTB,GTR,17.2,87.42,280.0,227314170
FRA,MOD,2021-08-24,2022-06-01,JEAN PAUL 2,FX,OTB,GTR,17.2,87.42,405.0,227314170
FRA,MOD,2024-12-10,2100-12-31,JEAN PAUL 2,FX,OTB,PTB,17.2,87.42,405.0,227314170
FRA,MOD,2018-11-05,2018-11-22,LE DIEPPOIS,FX,TBB,DRB,20.5,106.61,455.0,227104900
FRA,MOD,2018-11-23,2019-03-04,LE DIEPPOIS,FX,TBB,DRB,20.5,106.61,455.0,227104900
FRA,MOD,2019-03-05,2021-04-28,LE DIEPPOIS,FX,TBB,DRB,20.5,106.61,455.0,227104900
FRA,MOD,2021-04-29,2021-10-10,LE DIEPPOIS,FX,TBB,DRB,20.5,106.61,455.0,227104900
FRA,MOD,2021-10-11,2022-04-27,LE DIEPPOIS,FX,TBB,DRB,20.5,106.61,455.0,227104900
